Loyalty Number,Country,Province,City,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
100263,Canada,Ontario,Hamilton,Female,Bachelor,79125,Married,Star,3560.02,Standard,2016,8,,
100264,Canada,Manitoba,Brandon,Female,Bachelor,81443,Single,Star,2479.85,Standard,2018,4,,
100265,Canada,Quebec,Quebec City,Male,Bachelor,114347,Married,Nova,709.55,Standard,2016,12,2018.0,8.0
100266,Canada,Saskatchewan,Regina,Female,Master,100915,Single,Aurora,3244.69,Standard,2018,11,,
100267,Canada,Quebec,Montreal,Female,Master,99554,Single,Nova,6337.18,Standard,2016,7,,
100268,Canada,Ontario,Mississauga,Female,Bachelor,85136,Single,Star,1237.05,Standard,2015,6,,
100269,Canada,Ontario,Hamilton,Male,High School or Below,34694,Single,Star,209.8,Standard,2016,5,,
100270,Canada,British Columbia,Burnaby,Male,High School or Below,41457,Married,Star,612.95,Standard,2015,1,2018.0,12.0
100271,Canada,Ontario,Hamilton,Male,College,54501,Married,Aurora,8980.41,Standard,2014,1,,
100272,Canada,Ontario,Hamilton,Male,Master,93594,Married,Aurora,13579.98,Standard,2016,4,,
100273,Canada,Quebec,Laval,Male,Bachelor,99267,Married,Star,1687.53,Standard,2016,1,,
100274,Canada,Ontario,Toronto,Female,Bachelor,72456,Single,Star,936.15,Standard,2015,10,,
100275,Canada,British Columbia,Surrey,Female,College,54185,Single,Star,1954.27,2018 Promotion,2018,2,,
100276,Canada,Ontario,Ottawa,Male,Bachelor,81215,Single,Nova,6687.94,Standard,2013,5,,
100277,Canada,Manitoba,Winnipeg,Male,Bachelor,72716,Single,Star,3513.12,Standard,2013,8,,
100278,Canada,Ontario,Ottawa,Male,College,57449,Single,Nova,1463.64,Standard,2018,11,2017.0,9.0
100279,Canada,British Columbia,Burnaby,Male,Bachelor,77546,Married,Star,7408.08,Standard,2017,3,,
100280,Canada,Alberta,Red Deer,Female,College,57433,Married,Star,1330.58,Standard,2014,7,,
100281,Canada,British Columbia,Victoria,Female,High School or Below,35894,Married,Nova,1548.9,Standard,2017,6,2017.0,12.0
100282,Canada,Ontario,Mississauga,Male,High School or Below,49561,Married,Aurora,8244.59,2018 Promotion,2018,4,,
100283,Canada,Quebec,Quebec City,Male,Master,110190,Married,Star,3012.09,Standard,2014,12,,
100284,Canada,British Columbia,Vancouver,Male,College,57253,Married,Aurora,2523.62,Standard,2015,2,,
100285,Canada,Quebec,Montreal,Female,Bachelor,85108,Married,Star,3731.46,Standard,2018,6,,
100286,Canada,Alberta,Edmonton,Female,College,56154,Married,Star,1600.95,Standard,2015,2,,
100287,Canada,Ontario,London,Male,Bachelor,81307,Married,Star,1819.71,Standard,2013,5,,
100288,Canada,Ontario,London,Male,High School or Below,32440,Married,Nova,2632.8,Standard,2015,3,,
100289,Canada,Ontario,Toronto,Male,Master,112214,Single,Star,2689.86,Standard,2015,1,,
100290,Canada,Prince Edward Island,Charlottetown,Male,Bachelor,69244,Divorced,Nova,9189.2,Standard,2013,9,,
100291,Canada,Ontario,Hamilton,Female,Master,102337,Married,Nova,2849.17,2018 Promotion,2018,2,,
100292,Canada,British Columbia,Surrey,Male,Bachelor,86350,Married,Aurora,3513.24,Standard,2017,6,,
100293,Canada,Quebec,Laval,Female,College,74912,Married,Aurora,16189.95,Standard,2017,12,,
100294,Canada,Ontario,Mississauga,Female,Bachelor,93394,Married,Aurora,10582.54,Standard,2014,10,,
100295,Canada,Ontario,Mississauga,Male,College,42650,Single,Star,5307.36,Standard,2017,6,,
100296,Canada,British Columbia,Victoria,Female,Master,95091,Single,Nova,2123.86,Standard,2013,1,,
100297,Canada,British Columbia,Victoria,Male,College,57837,Single,Nova,1557.54,Standard,2018,5,,
100298,Canada,Manitoba,Brandon,Female,College,56970,Married,Star,2807.79,Standard,2018,3,2018.0,2.0
100299,Canada,British Columbia,Surrey,Male,Bachelor,61090,Divorced,Aurora,1948.75,Standard,2013,10,,
100300,Canada,Ontario,Mississauga,Male,College,66829,Married,Nova,3016.63,Standard,2014,2,,
100301,Canada,British Columbia,Burnaby,Female,College,63020,Married,Star,649.84,Standard,2016,10,,
100302,Canada,Nova Scotia,Halifax,Male,Bachelor,74279,Single,Star,1611.59,Standard,2015,4,,
100303,Canada,British Columbia,Vancouver,Male,College,55184,Married,Star,413.97,Standard,2012,4,,
100304,Canada,Alberta,Lethbridge,Female,College,60299,Married,Nova,2762.53,Standard,2012,1,,
100305,Canada,Alberta,Calgary,Female,Bachelor,93124,Married,Nova,16110.45,Standard,2014,12,,
100306,United Kingdom,,New York,Female,College,63380,Married,Star,2667.77,Standard,2013,1,2018.0,11.0
100307,Canada,Quebec,Laval,Female,Bachelor,74381,Married,Star,3261.52,Standard,2016,5,,
100308,Canada,Quebec,Laval,Male,Bachelor,79305,Married,Star,11500.88,Standard,2015,4,,
100309,Canada,British Columbia,Victoria,Male,Master,113089,Married,Nova,20890.17,Standard,2014,6,,
100310,Canada,Alberta,Edmonton,Female,Bachelor,86090,Married,Star,234.42,2018 Promotion,2018,2,2018.0,1.0
100311,Canada,Quebec,Gatineau,Female,College,50455,Married,Nova,9191.7,Standard,2018,5,,
100312,Canada,Ontario,London,Male,Doctor,122329,Married,Star,927.28,Standard,2017,4,2017.0,12.0
100313,Canada,British Columbia,Burnaby,Female,Master,119926,Married,Nova,3446.49,Standard,2017,12,,
100314,United States,,Chicago,Female,Bachelor,94211,Married,Star,3008.88,Standard,2016,4,,
100315,Canada,Ontario,Mississauga,Female,Bachelor,89111,Single,Star,2050.11,Standard,2018,6,,
100316,Canada,Ontario,Hamilton,Female,Master,115634,Married,Aurora,5230.73,Standard,2015,4,,
100317,Canada,Quebec,Quebec City,Male,Bachelor,64538,Single,Star,2431.96,Standard,2017,10,,
100318,Canada,Ontario,Mississauga,Male,Bachelor,59272,Married,Star,109.8,Standard,2016,1,2017.0,9.0
100319,Canada,Quebec,Laval,Female,Bachelor,74678,Married,Aurora,8289.17,Standard,2015,10,,
100320,Canada,Ontario,Hamilton,Female,High School or Below,50457,Divorced,Nova,2734.38,2018 Promotion,2018,4,,
100321,Canada,Ontario,London,Female,Bachelor,79725,Married,Aurora,2109.03,Standard,2016,1,,
100322,Canada,Alberta,Edmonton,Female,College,57433,Single,Nova,22374.07,Standard,2015,2,,
100323,Canada,British Columbia,Victoria,Male,High School or Below,63596,Single,Star,736.38,Standard,2015,9,2017.0,11.0
100324,Canada,British Columbia,Vancouver,Male,Master,108170,Divorced,Star,1851.27,Standard,2012,9,,
100325,United States,,Chicago,Female,Bachelor,80014,Divorced,Star,578.69,Standard,2018,1,,
100326,Canada,Quebec,Quebec City,Male,Bachelor,77071,Single,Star,823.03,Standard,2015,11,,
100327,Canada,Ontario,Mississauga,Male,College,64913,Married,Nova,2143.5,Standard,2016,4,,
100328,Canada,British Columbia,Vancouver,Female,High School or Below,47703,Married,Star,2382.74,2018 Promotion,2018,2,2018.0,6.0
100329,Canada,Nova Scotia,Halifax,Female,Bachelor,83191,Single,Nova,2348.75,2018 Promotion,2018,4,,
100330,Canada,British Columbia,Victoria,Female,Bachelor,68832,Married,Star,1058.01,Standard,2015,3,,
100331,Canada,British Columbia,Burnaby,Male,Bachelor,88288,Married,Star,2777.97,Standard,2016,10,,
100332,Canada,British Columbia,Surrey,Male,Master,94042,Married,Nova,3938.88,Standard,2014,12,,
100333,Canada,Alberta,Red Deer,Male,Master,91742,Married,Star,3011.63,Standard,2015,2,,
100334,Canada,Ontario,Ottawa,Female,Doctor,137414,Married,Star,2314.42,Standard,2013,1,,
100335,Canada,Alberta,Edmonton,Female,Bachelor,88039,Divorced,Nova,9283.14,Standard,2018,2,,
100336,Canada,British Columbia,Burnaby,Male,High School or Below,47857,Married,Star,2403.99,Standard,2018,2,,
100337,Canada,British Columbia,Surrey,Male,Master,146020,Married,Nova,6703.76,Standard,2018,4,,
100338,Canada,Quebec,Quebec City,Male,Doctor,148851,Married,Aurora,37249.57,Standard,2017,9,2018.0,4.0
100339,Canada,Manitoba,Winnipeg,Female,Bachelor,77455,Married,Nova,3152.84,Standard,2013,3,2017.0,4.0
100340,Canada,Quebec,Laval,Male,High School or Below,40574,Single,Aurora,11777.03,2018 Promotion,2018,2,,
100341,Canada,British Columbia,Surrey,Male,High School or Below,43166,Married,Star,1071.03,Standard,2014,8,2017.0,7.0
100342,Canada,Newfoundland and Labrador,St. Johns,Male,Bachelor,77939,Married,Nova,5321.93,Standard,2014,1,,
100343,Canada,Ontario,Hamilton,Female,Bachelor,102630,Married,Star,3201.83,Standard,2017,5,,
100344,Canada,Alberta,Calgary,Male,High School or Below,38773,Married,Nova,3325.12,Standard,2016,2,2018.0,5.0
100345,Canada,Ontario,Hamilton,Male,Doctor,131765,Divorced,Aurora,7112.75,Standard,2015,11,,
100346,Canada,Ontario,Mississauga,Male,Bachelor,103627,Married,Aurora,6724.43,Standard,2017,11,,
100347,Canada,Quebec,Montreal,Male,Bachelor,93780,Married,Star,2633.08,Standard,2013,9,,
100348,Canada,Ontario,Toronto,Female,Bachelor,74960,Married,Aurora,3848.55,Standard,2017,4,,
100349,Canada,British Columbia,Burnaby,Male,College,75342,Married,Nova,1598.3,Standard,2017,8,,
100350,Canada,Ontario,London,Male,Master,76509,Married,Aurora,7169.43,Standard,2013,9,,
100351,Canada,British Columbia,Burnaby,Female,High School or Below,43533,Married,Nova,4428.95,Standard,2017,5,,
100352,Canada,British Columbia,Burnaby,Female,Bachelor,81020,Married,Aurora,12993.77,2018 Promotion,2018,3,,
100353,Canada,Quebec,Quebec City,Male,Bachelor,88922,Married,Nova,14063.14,Standard,2017,2,,
100354,Canada,Ontario,Ottawa,Male,College,53260,Married,Star,2803.7,Standard,2017,11,,
100355,Canada,Ontario,Ottawa,Female,Bachelor,74515,Married,Nova,3961.86,2018 Promotion,2018,2,,
100356,Canada,Manitoba,Winnipeg,Female,College,56816,Divorced,Star,1989.32,2018 Promotion,2018,2,,
100357,Canada,British Columbia,Vancouver,Female,Master,99872,Married,Star,671.36,Standard,2014,5,2017.0,1.0
100358,Canada,Alberta,Lethbridge,Female,Master,138102,Married,Star,5510.16,Standard,2018,5,,
100359,United States,,Chicago,Female,Master,128200,Married,Star,1347.96,Standard,2015,7,,
100360,Canada,Quebec,Montreal,Male,Master,87394,Married,Nova,7037.77,Standard,2015,12,,
100361,Canada,Ontario,Mississauga,Male,Master,103168,Divorced,Star,5793.67,Standard,2016,12,,
100362,Canada,British Columbia,Burnaby,Female,Bachelor,57869,Married,Star,734.53,Standard,2018,2,,
100363,Canada,Quebec,Gatineau,Female,Master,96705,Married,Nova,1723.87,Standard,2014,9,,
100364,Canada,Alberta,Edmonton,Female,High School or Below,43327,Married,Star,1551.66,Standard,2014,10,,
100365,United States,,Los Angeles,Female,College,53267,Married,Star,2458.04,Standard,2016,5,,
100366,Canada,Ontario,Ottawa,Female,College,50499,Divorced,Aurora,8380.4,Standard,2016,9,,
100367,United States,,Los Angeles,Female,College,57087,Divorced,Star,7724.44,Standard,2014,5,,
100368,Canada,Manitoba,Brandon,Male,High School or Below,37060,Divorced,Star,3296.92,Standard,2012,7,,
100369,Canada,Quebec,Laval,Male,Bachelor,86168,Married,Aurora,2694.21,2018 Promotion,2018,3,,
100370,Canada,Saskatchewan,Regina,Male,Bachelor,84129,Married,Nova,7408.59,Standard,2017,11,,
100371,Canada,British Columbia,Surrey,Female,Bachelor,59231,Single,Nova,2166.29,Standard,2016,10,,
100372,Canada,British Columbia,Burnaby,Male,Bachelor,87017,Married,Star,1495.22,Standard,2017,1,,
100373,Canada,British Columbia,Surrey,Female,Master,88726,Single,Star,1225.82,Standard,2018,6,,
100374,Canada,Ontario,Hamilton,Female,Doctor,140574,Married,Nova,12500.15,Standard,2015,8,,
100375,Canada,Ontario,Mississauga,Female,Bachelor,67877,Married,Nova,4213.7,Standard,2015,7,,
100376,Canada,Ontario,Hamilton,Male,High School or Below,53053,Divorced,Star,4684.56,Standard,2013,1,,
100377,Canada,Ontario,Ottawa,Male,Bachelor,84504,Married,Star,470.05,Standard,2017,1,2018.0,1.0
100378,Canada,British Columbia,Surrey,Male,Bachelor,88125,Married,Aurora,3351.63,Standard,2012,3,,
100379,Canada,Saskatchewan,Saskatoon,Female,High School or Below,34589,Married,Star,2003.81,Standard,2015,7,,
100380,Canada,Ontario,Hamilton,Female,College,58847,Single,Nova,1742.05,Standard,2016,6,,
100381,Canada,Ontario,Ottawa,Male,College,66235,Divorced,Star,759.76,Standard,2018,11,,
100382,Canada,Ontario,Mississauga,Male,Master,145114,Single,Star,4153.14,Standard,2018,12,,
100383,Canada,Manitoba,Brandon,Female,Bachelor,94064,Single,Aurora,7646.72,Standard,2014,11,,
100384,Canada,Ontario,Mississauga,Male,Bachelor,99271,Married,Nova,2820.91,Standard,2018,6,,
100385,Canada,Ontario,Ottawa,Male,Master,114678,Single,Star,757.24,2018 Promotion,2018,4,,
100386,Canada,Ontario,Toronto,Male,Master,88084,Married,Nova,2442.47,Standard,2015,11,,
100387,Canada,Quebec,Quebec City,Male,Bachelor,80543,Divorced,Nova,2470.93,Standard,2018,7,,
100388,Canada,Alberta,Calgary,Male,Bachelor,102575,Divorced,Nova,2415.12,Standard,2015,3,2017.0,1.0
100389,Canada,Quebec,Montreal,Female,High School or Below,44712,Single,Aurora,5187.05,Standard,2018,1,,
100390,Canada,Quebec,Gatineau,Male,Bachelor,96642,Divorced,Star,1193.67,Standard,2017,2,,
100391,United Kingdom,,London,Male,Bachelor,76124,Divorced,Star,4804.45,Standard,2014,5,,
100392,Canada,Quebec,Montreal,Male,College,56663,Married,Star,7296.03,Standard,2015,6,,
100393,Canada,British Columbia,Victoria,Female,High School or Below,34853,Married,Star,1489.15,Standard,2017,10,,
100394,Canada,Alberta,Lethbridge,Male,Master,130484,Single,Star,4334.32,Standard,2018,12,,
100395,Canada,British Columbia,Surrey,Male,High School or Below,37734,Single,Star,2132.05,Standard,2016,4,,
100396,United States,,Los Angeles,Male,Master,102744,Single,Nova,125.33,Standard,2014,7,2018.0,3.0
100397,Canada,Ontario,Ottawa,Female,College,56520,Married,Nova,4349.25,Standard,2018,2,,
100398,Canada,Alberta,Lethbridge,Female,College,57858,Married,Star,2059.42,Standard,2015,1,,
100399,Canada,Alberta,Calgary,Female,Bachelor,66860,Single,Star,3092.07,Standard,2016,9,,
100400,Canada,Ontario,Ottawa,Female,College,51009,Single,Nova,2041.47,Standard,2016,10,,
100401,Canada,Ontario,Mississauga,Female,Bachelor,74133,Married,Star,4153.26,Standard,2015,2,,
100402,Canada,Ontario,Hamilton,Female,Bachelor,93602,Married,Star,1084.32,2018 Promotion,2018,4,,
100403,Canada,Ontario,Mississauga,Female,Doctor,147521,Married,Star,702.87,Standard,2017,9,2018.0,7.0
100404,Canada,Quebec,Montreal,Female,Master,90610,Married,Star,2589.9,Standard,2014,12,,
100405,Canada,Ontario,Mississauga,Male,Master,142359,Married,Star,840.49,Standard,2017,1,,
100406,Canada,Ontario,London,Female,College,54882,Married,Star,5884.86,2018 Promotion,2018,3,,
100407,Canada,Ontario,Hamilton,Male,College,48129,Divorced,Nova,2582.89,Standard,2012,9,,
100408,Canada,Ontario,Ottawa,Female,College,51982,Married,Star,2238.09,Standard,2015,8,,
100409,Canada,Alberta,Calgary,Female,Master,110141,Single,Nova,15471.69,Standard,2015,3,,
100410,Canada,Ontario,Mississauga,Female,Bachelor,71917,Married,Nova,5942.74,Standard,2018,1,,
100411,Canada,Nova Scotia,Dartmouth,Female,College,67689,Single,Star,2367.57,Standard,2013,4,,
100412,United States,,London,Male,Bachelor,58221,Single,Star,1461.03,Standard,2016,10,,
100413,United States,,London,Female,Doctor,153416,Married,Star,1575.76,Standard,2013,5,,
100414,Canada,Ontario,Toronto,Female,Bachelor,71522,Single,Aurora,4274.11,Standard,2014,3,,
100415,Canada,British Columbia,Burnaby,Female,Master,121688,Single,Aurora,3880.84,2018 Promotion,2018,3,,
100416,Canada,Quebec,Laval,Female,Master,88165,Married,Star,4776.34,Standard,2015,4,,
100417,Canada,Quebec,Quebec City,Female,Bachelor,86640,Married,Star,1573.33,Standard,2016,7,2017.0,2.0
100418,Canada,Ontario,Toronto,Male,Master,119853,Married,Nova,3127.27,Standard,2013,6,,
100419,Canada,Ontario,Toronto,Male,Bachelor,71476,Single,Star,5040.18,Standard,2016,12,,
100420,Canada,Quebec,Quebec City,Male,Bachelor,76227,Married,Nova,2114.54,Standard,2016,5,,
100421,Canada,Alberta,Lethbridge,Male,Bachelor,72561,Married,Star,2835.62,Standard,2015,6,,
100422,Canada,Ontario,Toronto,Female,College,65462,Single,Aurora,18776.44,2018 Promotion,2018,2,,
100423,Canada,Ontario,Hamilton,Female,Bachelor,92641,Married,Star,901.83,Standard,2015,3,,
100424,Canada,Ontario,London,Female,Doctor,90771,Married,Nova,4772.24,Standard,2018,11,,
100425,Canada,Newfoundland and Labrador,St. Johns,Male,Master,106858,Divorced,Aurora,1482.49,Standard,2013,3,,
100426,Canada,Quebec,Laval,Male,Master,102289,Married,Nova,3581.06,Standard,2015,7,,
100427,Canada,British Columbia,Victoria,Male,Doctor,139079,Married,Nova,3546.74,Standard,2018,6,,
100428,Canada,Alberta,Lethbridge,Male,Bachelor,96336,Single,Aurora,11396.8,Standard,2014,12,2018.0,6.0
100429,Canada,British Columbia,Vancouver,Female,College,62480,Married,Nova,568.95,Standard,2013,11,,
100430,Canada,Ontario,Hamilton,Female,Bachelor,69932,Single,Nova,3361.9,Standard,2017,6,,
100431,Canada,Manitoba,Brandon,Male,High School or Below,44646,Single,Nova,2949.17,Standard,2016,8,2018.0,2.0
100432,Canada,British Columbia,Surrey,Female,High School or Below,57080,Single,Star,1088.06,Standard,2016,1,,
100433,Canada,British Columbia,Burnaby,Female,College,63278,Single,Star,1832.23,Standard,2017,10,2017.0,3.0
100434,Canada,Ontario,Hamilton,Male,High School or Below,36777,Married,Nova,3751.84,Standard,2016,11,,
100435,Canada,British Columbia,Surrey,Female,Bachelor,71489,Married,Nova,1400.65,Standard,2017,4,,
100436,Canada,Manitoba,Brandon,Female,Master,108852,Married,Nova,4643.14,Standard,2014,12,,
100437,Canada,British Columbia,Surrey,Female,Bachelor,71943,Single,Star,776.83,Standard,2016,7,2018.0,6.0
100438,Canada,British Columbia,Victoria,Female,College,51005,Single,Aurora,21166.06,Standard,2018,9,,
100439,Canada,Quebec,Quebec City,Male,Master,108734,Married,Aurora,2656.89,2018 Promotion,2018,4,2018.0,7.0
100440,Canada,Ontario,Ottawa,Female,Master,121094,Married,Star,845.65,2018 Promotion,2018,4,,
100441,Canada,Alberta,Lethbridge,Male,High School or Below,39671,Single,Star,531.61,2018 Promotion,2018,2,2018.0,3.0
100442,United Kingdom,,New York,Female,Bachelor,69031,Single,Star,4889.37,Standard,2014,7,,
100443,Canada,Ontario,Ottawa,Female,Bachelor,76098,Married,Star,4726.28,Standard,2013,9,,
100444,Canada,Ontario,London,Male,Bachelor,82633,Married,Star,441.27,Standard,2018,10,,
100445,Canada,Ontario,Hamilton,Male,Master,115776,Married,Aurora,24537.73,Standard,2015,12,,
100446,United States,,Chicago,Female,Bachelor,92304,Single,Nova,5086.11,2018 Promotion,2018,2,,
100447,United Kingdom,,New York,Female,College,55001,Married,Aurora,21085.24,Standard,2018,10,,
100448,Canada,Quebec,Quebec City,Female,Bachelor,84960,Married,Nova,4639.09,Standard,2018,2,,
100449,Canada,Newfoundland and Labrador,St. Johns,Male,Bachelor,60613,Married,Aurora,8008.54,Standard,2018,5,,
100450,Canada,Ontario,Hamilton,Female,Doctor,133026,Married,Star,798.83,Standard,2015,4,2018.0,7.0
100451,Canada,Quebec,Laval,Male,Bachelor,70932,Single,Nova,3324.25,Standard,2014,2,,
100452,Canada,Saskatchewan,Regina,Male,Master,83337,Single,Star,267.64,Standard,2015,9,,
100453,Canada,Quebec,Gatineau,Male,College,69528,Single,Nova,2728.39,Standard,2016,4,,
100454,Canada,Manitoba,Winnipeg,Female,Bachelor,66697,Single,Nova,5089.13,Standard,2014,12,,
100455,Canada,British Columbia,Surrey,Female,Bachelor,95232,Married,Nova,4201.14,2018 Promotion,2018,4,,
100456,Canada,Ontario,London,Male,Master,135681,Single,Star,1656.64,2018 Promotion,2018,3,2018.0,1.0
100457,Canada,British Columbia,Burnaby,Female,Master,89137,Married,Aurora,7328.92,2018 Promotion,2018,2,,
100458,Canada,British Columbia,Vancouver,Female,College,59749,Divorced,Aurora,14608.3,Standard,2018,12,,
100459,Canada,Ontario,London,Female,College,62013,Divorced,Aurora,7143.03,Standard,2016,11,,
100460,Canada,British Columbia,Surrey,Female,High School or Below,53041,Married,Star,1767.85,Standard,2017,12,,
100461,Canada,Alberta,Lethbridge,Female,Bachelor,90510,Married,Star,1533.93,Standard,2012,7,,
100462,Canada,British Columbia,Vancouver,Male,Bachelor,83188,Single,Star,2575.16,Standard,2014,8,2018.0,3.0
100463,Canada,Ontario,Mississauga,Female,Master,104741,Single,Star,1643.2,Standard,2016,5,2018.0,6.0
100464,Canada,Ontario,Ottawa,Male,Doctor,122993,Married,Star,2324.85,Standard,2012,9,,
100465,United States,,London,Female,Master,119036,Single,Star,1116.6,Standard,2013,2,,
